localminute,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,Power_consumption,Big Delta,rrh_0,rrh_1,rrh_2,rrh_3,rrh_4,rrh_5,rrh_6,rrh_7,rrh_8,rrh_9,rrh_10,rrh_11,rrh_12,rrh_13,rrh_14,rrh_15,rrh_16,rrh_17,rrh_18,rrh_19,rrh_20,rrh_21,rrh_22
2-Jan-23,0.59315,0.218816667,0.829383333,1.446183333,0.4296,0.309633333,0.424066667,2.6961,1.327383333,0.41435,0.218033333,0.202333333,0.745466667,1.297383333,0.067466667,0.173883333,0.451716667,0.292116667,0.2392,0.213466667,1.945333333,0.9557,0.329766667,15.82053333,10.75796267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-00,0.3312,0.260466667,0.715166667,1.77475,0.440033333,0.19765,0.400633333,2.034966667,2.394016667,0.397766667,0.335816667,0.81845,0.79195,1.300983333,0.0665,0.231166667,0.444966667,0.263033333,0.22225,0.1457,1.3502,0.69795,0.29795,15.91356667,10.82122533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-01,0.3315,0.214083333,0.691116667,0.796683333,0.435516667,0.177533333,0.439083333,3.6311,2.7411,0.394766667,0.15725,0.377666667,0.751833333,1.313116667,0.089733333,0.210466667,0.433266667,0.293266667,0.227266667,0.216583333,0.5945,0.612666667,0.320666667,15.45076667,10.50652133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-02,0.343616667,0.203883333,0.613316667,0.70435,0.49785,0.2158,0.710033333,1.512266667,1.792666667,1.034116667,0.276716667,0.359316667,0.794166667,1.330166667,0.101116667,0.198983333,0.43285,0.2584,0.224066667,0.741,0.673783333,0.617166667,0.2959,13.93153333,9.473442667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-03,0.308216667,0.23065,0.64535,0.768266667,0.4488,0.2312,0.429233333,3.666733333,0.973033333,2.050883333,0.532266667,0.2975,0.823166667,1.28325,0.074733333,0.295783333,2.8939,0.2716,0.219316667,0.777516667,0.607783333,0.173616667,0.313833333,18.31663333,12.45531067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-04,0.342733333,0.211033333,0.644866667,0.80625,0.582016667,0.18635,0.3993,2.498616667,0.8898,2.899066667,0.8788,1.437633333,0.726566667,0.54615,0.231083333,0.283766667,1.421366667,0.401616667,0.23275,0.15725,0.6309,0.282933333,0.287933333,16.97878333,11.54557267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-05,0.358783333,0.560466667,0.611033333,0.713533333,0.779133333,0.246133333,0.490183333,2.828616667,0.962216667,2.7017,1.3507,0.832266667,0.7533,0.305533333,0.0885,0.3814,0.405466667,0.306166667,0.473366667,0.630883333,0.762216667,0.218733333,0.246166667,17.0065,11.56442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-06,0.597783333,0.326683333,0.719666667,0.740666667,3.251116667,0.439383333,2.22335,2.756083333,1.207316667,0.847716667,1.136116667,0.268783333,0.718116667,0.2322,0.066733333,0.22865,0.16485,0.448666667,0.271566667,0.318066667,0.970566667,1.717766667,0.086316667,19.73816667,13.42195333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-07,0.390083333,-0.556033333,1.024733333,0.847133333,0.66245,0.3038,0.813866667,-0.229133333,1.33425,-0.288966667,0.64705,-0.107266667,0.759266667,-0.09445,0.094933333,0.2938,-0.418733333,0.7168,0.273433333,0.206883333,-0.7978,0.852583333,-0.841266667,9.221066667,6.270325333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jan-08,0.30355,-1.4726,1.26725,1.420666667,0.0349,0.31395,0.7721,-1.578416667,1.8027,-1.247533333,-0.786833333,-0.793983333,0.778783333,-0.49035,0.067483333,-0.958483333,-2.4178,0.287083333,0.225533333,0.139316667,-2.227216667,0.556866667,-1.18205,7.970183333,5.419724667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
